annee,patho_niv1,patho_niv2,patho_niv3,top,comorbidite,libelle_comorbidite,region,dept,Ncomorb,Ntop,Proportion_comorb,patho_niv2_comorb,patho_niv3_comorb,patho_niv1_comorb,Niveau prioritaire
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,212080.0,1634700.0,0.129739,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,TPS_ADR_EXC,Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),99,999,176380.0,1634700.0,0.107898,Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements psychotropes (hors pathologies),"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,MCV_SCO_CHR,Maladie coronaire chronique,99,999,133140.0,1634700.0,0.081445,Maladie coronaire,Maladie coronaire chronique,Maladies cardioneurovasculaires,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,PSY_TNH_CAT,Troubles névrotiques et de l'humeur,99,999,110150.0,1634700.0,0.067381,Troubles névrotiques et de l'humeur,Troubles névrotiques et de l'humeur,Maladies psychiatriques,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,MCV_ICA_CHR,Insuffisance cardiaque chronique,99,999,68450.0,1634700.0,0.041876,Insuffisance cardiaque,Insuffisance cardiaque chronique,Maladies cardioneurovasculaires,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,CAN_AUT_SUR,Autres cancers sous surveillance,99,999,60750.0,1634700.0,0.037163,Autres cancers,Autres cancers sous surveillance,Cancers,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,NEU_EPI_IND,Épilepsie,99,999,47850.0,1634700.0,0.029274,Épilepsie,Épilepsie,Maladies neurologiques,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,MFP_CAT_EXC,Maladies du foie ou du pancréas (hors mucoviscidose),99,999,43900.0,1634700.0,0.026853,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,PSY_AUT_IND,Autres troubles psychiatriques,99,999,32980.0,1634700.0,0.020173,Autres troubles psychiatriques,Autres troubles psychiatriques,Maladies psychiatriques,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,NEU_PRK_IND,Maladie de Parkinson,99,999,31630.0,1634700.0,0.019352,Maladie de Parkinson,Maladie de Parkinson,Maladies neurologiques,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,IFL_MIC_IND,Maladies inflammatoires chroniques intestinales,99,999,14000.0,1634700.0,0.008563,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,Maladies inflammatoires ou rares ou infection VIH,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,IFL_SPA_IND,Spondylarthrite ankylosante ou maladies apparentées,99,999,11760.0,1634700.0,0.007195,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,Maladies inflammatoires ou rares ou infection VIH,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,CAN_SEI_ACT,Cancer du sein de la femme actif,99,999,11720.0,1634700.0,0.007168,Cancer du sein de la femme,Cancer du sein de la femme actif,Cancers,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,MAT_CAT_INC,Maternité (avec ou sans pathologies),99,999,11700.0,1634700.0,0.007155,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,INF_VIH_IND,Infection par le VIH,99,999,8920.0,1634700.0,0.005457,Infection par le VIH,Infection par le VIH,Maladies inflammatoires ou rares ou infection VIH,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,RAR_HTH_CAT,Hémophilie ou troubles de l'hémostase graves,99,999,5160.0,1634700.0,0.003153,Maladies rares,Hémophilie ou troubles de l'hémostase graves,Maladies inflammatoires ou rares ou infection VIH,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,NEU_MMY_IND,Myopathie ou myasthénie,99,999,4060.0,1634700.0,0.002482,Myopathie ou myasthénie,Myopathie ou myasthénie,Maladies neurologiques,"1,2,3"
2015,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,RAR_MUC_IND,Mucoviscidose,99,999,810.0,1634700.0,0.000498,Maladies rares,Mucoviscidose,Maladies inflammatoires ou rares ou infection VIH,"1,2,3"
2015,Cancers,,,CAN_CAT_CAT,TAA_CAT_EXC,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",99,999,,3028430.0,,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",1
2015,Cancers,,,CAN_CAT_CAT,MCV_TRC_IND,Troubles du rythme ou de la conduction cardiaque,99,999,313000.0,3028430.0,0.103354,Troubles du rythme ou de la conduction cardiaque,Troubles du rythme ou de la conduction cardiaque,Maladies cardioneurovasculaires,1
2015,Cancers,,,CAN_CAT_CAT,ALD_CAT_CAT,Affections de longue durée (dont 31 et 32) pour d'autres causes,99,999,213940.0,3028430.0,0.070644,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,1
2015,Cancers,,,CAN_CAT_CAT,PSY_TNH_CAT,Troubles névrotiques et de l'humeur,99,999,130580.0,3028430.0,0.043117,Troubles névrotiques et de l'humeur,Troubles névrotiques et de l'humeur,Maladies psychiatriques,1
2015,Cancers,,,CAN_CAT_CAT,MCV_AVC_CHR,Séquelle d'accident vasculaire cérébral,99,999,113320.0,3028430.0,0.037418,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,Maladies cardioneurovasculaires,1
2015,Cancers,,,CAN_CAT_CAT,MCV_AUT_IND,Autres affections cardiovasculaires,99,999,50170.0,3028430.0,0.016566,Autres affections cardiovasculaires,Autres affections cardiovasculaires,Maladies cardioneurovasculaires,1
2015,Cancers,,,CAN_CAT_CAT,PSY_PSC_IND,Troubles psychotiques,99,999,23480.0,3028430.0,0.007753,Troubles psychotiques,Troubles psychotiques,Maladies psychiatriques,1
2015,Cancers,,,CAN_CAT_CAT,IFL_MIC_IND,Maladies inflammatoires chroniques intestinales,99,999,18460.0,3028430.0,0.006095,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,Maladies inflammatoires ou rares ou infection VIH,1
2015,Cancers,,,CAN_CAT_CAT,IFL_SPA_IND,Spondylarthrite ankylosante ou maladies apparentées,99,999,14760.0,3028430.0,0.004872,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,Maladies inflammatoires ou rares ou infection VIH,1
2015,Cancers,,,CAN_CAT_CAT,NEU_AUT_IND,Autres affections neurologiques,99,999,14440.0,3028430.0,0.004766,Autres affections neurologiques,Autres affections neurologiques,Maladies neurologiques,1
2015,Cancers,,,CAN_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,11660.0,3028430.0,0.003849,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
2015,Cancers,,,CAN_CAT_CAT,INF_VIH_IND,Infection par le VIH,99,999,9900.0,3028430.0,0.00327,Infection par le VIH,Infection par le VIH,Maladies inflammatoires ou rares ou infection VIH,1
2015,Cancers,,,CAN_CAT_CAT,NEU_SEP_IND,Sclérose en plaques,99,999,5870.0,3028430.0,0.001937,Sclérose en plaques,Sclérose en plaques,Maladies neurologiques,1
2015,Cancers,,,CAN_CAT_CAT,PSY_DME_IND,Déficience mentale,99,999,4340.0,3028430.0,0.001433,Déficience mentale,Déficience mentale,Maladies psychiatriques,1
2015,Cancers,,,CAN_CAT_CAT,NEU_LME_IND,Lésion médullaire,99,999,950.0,3028430.0,0.000313,Lésion médullaire,Lésion médullaire,Maladies neurologiques,1
2015,Cancers,,,CAN_CAT_CAT,RAR_MUC_IND,Mucoviscidose,99,999,280.0,3028430.0,9.4e-05,Maladies rares,Mucoviscidose,Maladies inflammatoires ou rares ou infection VIH,1
2015,Cancers,Autres cancers,,CAN_AUT_CAT,TAA_CAT_EXC,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",99,999,,1592000.0,,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,TFC_HTA_EXC,Traitements antihypertenseurs (hors pathologies),99,999,394430.0,1592000.0,0.247759,Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements du risque vasculaire (hors pathologies),2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,DIA_CAT_CAT,Diabète,99,999,238560.0,1592000.0,0.149847,Diabète,Diabète,Diabète,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,186120.0,1592000.0,0.11691,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,MCV_SCO_CHR,Maladie coronaire chronique,99,999,166250.0,1592000.0,0.104428,Maladie coronaire,Maladie coronaire chronique,Maladies cardioneurovasculaires,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,TPS_HYP_EXC,Traitements hypnotiques (hors pathologies),99,999,126910.0,1592000.0,0.079719,Traitements hypnotiques (hors pathologies),Traitements hypnotiques (hors pathologies),Traitements psychotropes (hors pathologies),2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,CAN_PRO_SUR,Cancer de la prostate sous surveillance,99,999,41570.0,1592000.0,0.026114,Cancer de la prostate,Cancer de la prostate sous surveillance,Cancers,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,MCV_AUT_IND,Autres affections cardiovasculaires,99,999,27620.0,1592000.0,0.017346,Autres affections cardiovasculaires,Autres affections cardiovasculaires,Maladies cardioneurovasculaires,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,PSY_AUT_IND,Autres troubles psychiatriques,99,999,20450.0,1592000.0,0.012844,Autres troubles psychiatriques,Autres troubles psychiatriques,Maladies psychiatriques,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,IFL_AUT_IND,Autres maladies inflammatoires chroniques,99,999,14620.0,1592000.0,0.009186,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,Maladies inflammatoires ou rares ou infection VIH,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,12730.0,1592000.0,0.007997,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,PSY_PSC_IND,Troubles psychotiques,99,999,11930.0,1592000.0,0.007496,Troubles psychotiques,Troubles psychotiques,Maladies psychiatriques,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,MCV_AVC_AIG,Accident vasculaire cérébral aigu,99,999,11490.0,1592000.0,0.00722,Accident vasculaire cérébral,Accident vasculaire cérébral aigu,Maladies cardioneurovasculaires,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,IFL_MIC_IND,Maladies inflammatoires chroniques intestinales,99,999,10080.0,1592000.0,0.006329,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,Maladies inflammatoires ou rares ou infection VIH,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,RAR_MMH_IND,Maladies métaboliques héréditaires ou amylose,99,999,7360.0,1592000.0,0.004626,Maladies rares,Maladies métaboliques héréditaires ou amylose,Maladies inflammatoires ou rares ou infection VIH,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,6950.0,1592000.0,0.004362,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,PSY_DME_IND,Déficience mentale,99,999,2300.0,1592000.0,0.001443,Déficience mentale,Déficience mentale,Maladies psychiatriques,2
2015,Cancers,Autres cancers,,CAN_AUT_CAT,IRT_TRE_AIG,Transplantation rénale,99,999,260.0,1592000.0,0.000161,Transplantation rénale,Transplantation rénale,Insuffisance rénale chronique terminale,2
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,MCV_TRC_IND,Troubles du rythme ou de la conduction cardiaque,99,999,91580.0,764590.0,0.11977,Troubles du rythme ou de la conduction cardiaque,Troubles du rythme ou de la conduction cardiaque,Maladies cardioneurovasculaires,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,TPS_ADR_EXC,Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),99,999,70920.0,764590.0,0.092755,Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements psychotropes (hors pathologies),3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,PSY_TNH_CAT,Troubles névrotiques et de l'humeur,99,999,31370.0,764590.0,0.04103,Troubles névrotiques et de l'humeur,Troubles névrotiques et de l'humeur,Maladies psychiatriques,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,NEU_DEM_CAT,Démences (dont maladie d'Alzheimer),99,999,27610.0,764590.0,0.036108,Démences (dont maladie d'Alzheimer),Démences (dont maladie d'Alzheimer),Maladies neurologiques,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,CAN_CRE_SUR,Cancer colorectal sous surveillance,99,999,12010.0,764590.0,0.015702,Cancer colorectal,Cancer colorectal sous surveillance,Cancers,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,IFL_AUT_IND,Autres maladies inflammatoires chroniques,99,999,7270.0,764590.0,0.009514,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,Maladies inflammatoires ou rares ou infection VIH,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,TPS_NLE_EXC,Traitements neuroleptiques (hors pathologies),99,999,7030.0,764590.0,0.009188,Traitements neuroleptiques (hors pathologies),Traitements neuroleptiques (hors pathologies),Traitements psychotropes (hors pathologies),3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,IFL_SPA_IND,Spondylarthrite ankylosante ou maladies apparentées,99,999,4300.0,764590.0,0.005619,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,Maladies inflammatoires ou rares ou infection VIH,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,IRT_DCH_CAT,Dialyse chronique,99,999,3690.0,764590.0,0.00483,Dialyse chronique,Dialyse chronique,Insuffisance rénale chronique terminale,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2500.0,764590.0,0.003267,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,IRT_TRE_CHR,Suivi de transplantation rénale,99,999,2410.0,764590.0,0.003153,Suivi de transplantation rénale,Suivi de transplantation rénale,Insuffisance rénale chronique terminale,3
2015,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,PSY_DME_IND,Déficience mentale,99,999,1060.0,764590.0,0.001386,Déficience mentale,Déficience mentale,Maladies psychiatriques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,CAN_AUT_ACT,Autres cancers actifs,99,999,,827410.0,,Autres cancers,Autres cancers actifs,Cancers,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,INF_COV_HOS,Hospitalisation pour Covid-19,99,999,,827410.0,,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,TAA_CAT_EXC,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",99,999,,827410.0,,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,TPS_ANX_EXC,Traitements anxiolytiques (hors pathologies),99,999,101830.0,827410.0,0.123076,Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements psychotropes (hors pathologies),3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,MCV_SCO_CHR,Maladie coronaire chronique,99,999,83590.0,827410.0,0.101021,Maladie coronaire,Maladie coronaire chronique,Maladies cardioneurovasculaires,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,PSY_TNH_CAT,Troubles névrotiques et de l'humeur,99,999,37590.0,827410.0,0.045434,Troubles névrotiques et de l'humeur,Troubles névrotiques et de l'humeur,Maladies psychiatriques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,MCV_ICA_CHR,Insuffisance cardiaque chronique,99,999,35570.0,827410.0,0.04299,Insuffisance cardiaque,Insuffisance cardiaque chronique,Maladies cardioneurovasculaires,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,MCV_AVC_CHR,Séquelle d'accident vasculaire cérébral,99,999,32120.0,827410.0,0.038823,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,Maladies cardioneurovasculaires,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,MFP_CAT_EXC,Maladies du foie ou du pancréas (hors mucoviscidose),99,999,26420.0,827410.0,0.031927,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,CAN_CRE_SUR,Cancer colorectal sous surveillance,99,999,19990.0,827410.0,0.024157,Cancer colorectal,Cancer colorectal sous surveillance,Cancers,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,NEU_EPI_IND,Épilepsie,99,999,16340.0,827410.0,0.019753,Épilepsie,Épilepsie,Maladies neurologiques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,NEU_PRK_IND,Maladie de Parkinson,99,999,11960.0,827410.0,0.014449,Maladie de Parkinson,Maladie de Parkinson,Maladies neurologiques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,CAN_CRE_ACT,Cancer colorectal actif,99,999,9620.0,827410.0,0.011622,Cancer colorectal,Cancer colorectal actif,Cancers,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,PSY_ADD_CAT,Troubles addictifs,99,999,8590.0,827410.0,0.010381,Troubles addictifs,Troubles addictifs,Maladies psychiatriques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,CAN_SEI_ACT,Cancer du sein de la femme actif,99,999,7110.0,827410.0,0.008597,Cancer du sein de la femme,Cancer du sein de la femme actif,Cancers,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,PSY_PSC_IND,Troubles psychotiques,99,999,6340.0,827410.0,0.007659,Troubles psychotiques,Troubles psychotiques,Maladies psychiatriques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,IFL_MIC_IND,Maladies inflammatoires chroniques intestinales,99,999,5200.0,827410.0,0.006286,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,Maladies inflammatoires ou rares ou infection VIH,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,IRT_DCH_CAT,Dialyse chronique,99,999,4130.0,827410.0,0.004992,Dialyse chronique,Dialyse chronique,Insuffisance rénale chronique terminale,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,RAR_MMH_IND,Maladies métaboliques héréditaires ou amylose,99,999,3470.0,827410.0,0.004188,Maladies rares,Maladies métaboliques héréditaires ou amylose,Maladies inflammatoires ou rares ou infection VIH,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,NEU_SEP_IND,Sclérose en plaques,99,999,1760.0,827410.0,0.00213,Sclérose en plaques,Sclérose en plaques,Maladies neurologiques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,RAR_HTH_CAT,Hémophilie ou troubles de l'hémostase graves,99,999,1400.0,827410.0,0.001686,Maladies rares,Hémophilie ou troubles de l'hémostase graves,Maladies inflammatoires ou rares ou infection VIH,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,PSY_DME_IND,Déficience mentale,99,999,1240.0,827410.0,0.001496,Déficience mentale,Déficience mentale,Maladies psychiatriques,3
2015,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,MCV_SCO_AIG,Syndrome coronaire aigu,99,999,930.0,827410.0,0.001129,Maladie coronaire,Syndrome coronaire aigu,Maladies cardioneurovasculaires,3
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MCV_APE_IND,Artériopathie périphérique,99,999,16530.0,130200.0,0.126979,Artériopathie périphérique,Artériopathie périphérique,Maladies cardioneurovasculaires,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,CAN_AUT_SUR,Autres cancers sous surveillance,99,999,8970.0,130200.0,0.068862,Autres cancers,Autres cancers sous surveillance,Cancers,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MCV_ICA_CHR,Insuffisance cardiaque chronique,99,999,7930.0,130200.0,0.06092,Insuffisance cardiaque,Insuffisance cardiaque chronique,Maladies cardioneurovasculaires,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MFP_CAT_EXC,Maladies du foie ou du pancréas (hors mucoviscidose),99,999,6090.0,130200.0,0.046742,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,NEU_EPI_IND,Épilepsie,99,999,5600.0,130200.0,0.043017,Épilepsie,Épilepsie,Maladies neurologiques,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MCV_MVA_IND,Maladie valvulaire,99,999,3370.0,130200.0,0.025844,Maladie valvulaire,Maladie valvulaire,Maladies cardioneurovasculaires,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,CAN_CRE_SUR,Cancer colorectal sous surveillance,99,999,1950.0,130200.0,0.014977,Cancer colorectal,Cancer colorectal sous surveillance,Cancers,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1710.0,130200.0,0.013133,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,CAN_CRE_ACT,Cancer colorectal actif,99,999,1580.0,130200.0,0.01215,Cancer colorectal,Cancer colorectal actif,Cancers,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,CAN_SEI_ACT,Cancer du sein de la femme actif,99,999,1340.0,130200.0,0.010292,Cancer du sein de la femme,Cancer du sein de la femme actif,Cancers,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,IFL_AUT_IND,Autres maladies inflammatoires chroniques,99,999,1210.0,130200.0,0.009278,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,Maladies inflammatoires ou rares ou infection VIH,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,NEU_PRK_IND,Maladie de Parkinson,99,999,1110.0,130200.0,0.00851,Maladie de Parkinson,Maladie de Parkinson,Maladies neurologiques,2
2015,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,IFL_SPA_IND,Spondylarthrite ankylosante ou maladies apparentées,99,999,700.0,130200.0,0.005392,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,Maladies inflammatoires ou rares ou infection VIH,2
